accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
27,3.5956,6.4009,5.366,112,1,274.248,2.0636,23.955,5.591
11,9.6502,6.0762,2.795,4.1677,1,9.2178,5.521,920.426,12.7975
23,4.5053,1.5346,1.631,2.786,1,11.6027,1.655,275.888,201.348
18,4.4696,2.0675,4.821,1.0281,1,176.484,6.296,19.068,199.098
21,4.0635,6.2163,4.635,2.7223,1,134.777,4.813,642.149,201.915
15,5.8727,1.2823,5.219,8.919,1,401.678,2.953,370.463,144.579
27,2.3873,2.6518,9.528,4.1689,1,250.137,1.7392,933.698,4.4115
22,5.9834,8.3525,6.039,3.8858,0,13.931,2.8496,465.647,12.1915
16,5.8753,3.2709,6.058,3.7788,1,156.548,3.667,172.081,12.3891
14,7.8571,4.8806,128,4.0806,0,1.9932,1.5069,957.953,7.7944
21,8.5028,9.4114,9.965,1.0985,1,2.4696,2.0612,52.028,10.1784
22,4.964,2.2715,7.728,3.6445,1,358.954,1.4876,523.373,209.322
23,3.721,3.8963,8.772,1.7764,0,5.6455,2.7353,391.945,12.4303
22,3.334,6.0646,4.143,3.3342,1,237.898,4.989,837.634,169.139
25,2.7516,7.5534,5.021,6.101,1,421.183,725,294.767,11.8995
29,1.5188,9.0165,5.221,3.5279,1,184.227,1.1494,2.3573,148.193
21,4.082,9.1547,1.941,4.8605,1,172.876,1.6665,502.305,2.2221
30,3.4322,7.7664,6.895,218,1,436.524,7.635,926.628,223.533
13,9.6978,2.2833,903,4.691,1,432.425,5.053,280.534,10.4624
22,6.0194,2.481,1.637,6.182,1,440.068,2.4145,273.642,179.593
20,4.1255,3.8377,863,2.1528,1,285.957,5.657,740.719,160.104
21,6.2242,1.4155,7.382,1.4539,1,476.152,1.328,777.778,191.825
29,2.2528,7.1039,2.732,4.0346,1,409.482,2.8634,441.201,8.369
25,4.9964,6.6113,6.239,2.3689,1,207.817,1.8381,835.307,224.484
18,6.6361,4.397,6.958,2.4227,1,314.778,1.4932,180.214,199.139
22,5.4001,8.3659,3.219,3.5852,1,6.0895,1.0808,373.355,200.103
22,4.616,2.4874,8.151,1.8098,1,275.666,1.5612,410.235,11.2107
15,9.9446,4.3223,0.55,1.766,1,131.575,2.2029,319.668,191.118
19,8.9228,6.6793,869,3.7846,1,141.774,2.4676,22.556,138.044
17,6.6107,4.2942,7.633,3.9002,0,6.2859,1.9495,344.768,12.0835
22,6.1244,4.4129,8.686,72,1,17.91,2.371,2.7823,188.381
13,6.5859,6.563,202,719,0,240.695,2.653,706.317,150.672
19,2.8118,4.0144,2.435,1.0655,1,300.177,431,68.712,1.8519
23,4.5562,7.6485,0.09,1.758,1,152.435,2.2032,455.716,7.5482
30,1.3551,9.1518,4.421,1.4572,1,396.124,7.851,329.686,149.302
26,5.2799,4.135,0.89,3.3426,1,26.048,2.633,439.753,216.912
22,5.8872,4.2359,4.675,4.1407,1,319.026,1.6076,937.156,22.392
26,3.0497,7.0263,8.497,9.604,0,139.072,1.4356,607.529,201.339
19,9.6763,9.4277,3.272,2.8149,1,407.068,2.3185,734.044,6.1035
15,9.1851,2.6706,3.396,1.8391,0,312.137,2.2233,237.222,11.3612
18,7.4993,4.4014,8.956,2.5289,1,431.174,2.1128,10.381,10.4014
22,5.8005,7.9597,4.258,3.1038,1,7.9976,2.0697,9.2353,10.5284
14,8.8297,6.0969,7.898,4.468,1,190.332,1.5462,477.299,1.1948
24,2.1759,1.1059,2.366,9.615,1,5.6508,2.7794,719.519,4.1673
23,8.1146,6.2773,9.488,435,1,10.7764,2.6719,776.379,3.6782
20,2.1234,1.8675,5.746,3.1361,1,197.274,9.882,723.206,148.144
21,8.1479,5.1022,7.593,1.9707,1,447.291,2.4141,913.635,9.8832
25,3.4819,5.291,895,8.145,0,27.852,2.6733,6.1482,7.7853
19,8.8938,8.762,4.927,5.854,0,165.189,1.8548,856.786,10.6537
16,9.4964,4.6249,901,2.7945,1,37.345,1.6667,66.407,7.7811
26,2.3392,2.7944,877,1.5024,1,9.841,2.0157,183.765,181.793
12,5.1641,2.3097,468,4.9871,0,185.046,4.892,685.557,4.009
12,9.8289,8.7425,3.037,2.0295,1,300.416,262,516.642,1.3472
21,5.3507,1.7101,4.433,1.0614,1,291.619,2.4605,365.451,156.169
16,8.7719,4.2587,1.723,3.1442,1,303.779,1.72,255.479,5.5339
15,6.2986,1.8717,0.73,1.2213,1,10.575,3.675,469.513,154.405
22,4.378,7.733,1.845,2.4704,1,16.854,1.249,246.741,1.405
22,3.5721,4.7437,3.466,2.4129,1,465.783,8.947,9.2019,5.9303
26,2.829,3.5114,6.633,2.2678,0,486.988,2.6264,847.659,3.6932
13,7.8562,3.611,4.821,3.9804,0,156.019,1.5217,596.909,6.9762
28,4.4789,8.5221,7.386,1.0831,1,322.252,1.7325,370.033,7.8925
19,5.6015,5.5377,9.612,4.5215,1,12.0648,7.059,452.213,11.8847
23,5.4309,7.1787,1.165,3.9567,1,184.264,2.3972,866.179,12.4833
24,6.1955,8.9704,7.096,1.6656,0,396.167,2.7903,326.645,151.224
20,8.7902,9.0174,2.303,903,1,250.589,2.3775,386.371,7.9597
12,9.8267,3.2851,4.145,1.3977,0,424.795,1.4786,76.842,12.7685
27,4.6683,9.5245,329,1.6632,1,31.437,2.5053,208.517,237.628
9,8.4477,2.488,1.359,2.7847,0,314.461,5.639,66.267,5.0553
15,7.8808,3.7684,3.198,2.318,1,1.694,3.402,439.981,3.6649
18,6.1618,8.958,342,4.5718,0,374.835,1.3147,505.157,202.215
13,9.6044,2.7464,8.996,4.934,1,488.933,5.446,789.011,9.8488
23,2.8043,2.7308,7.418,1.3964,0,236.514,7.775,993.201,203.252
25,1.9834,3.0262,9.722,5.464,0,7.929,1.7554,833.197,10.1925
16,8.6857,6.1231,5.991,1.2834,0,488.489,1.2117,168.939,5.204
21,4.9523,4.3833,2.417,4.1884,1,145.063,2.5976,232.306,8.997
17,8.6227,7.2673,3.277,3.0759,1,204.599,6.768,415.831,146.431
22,9.0378,8.9491,3.198,1.1366,1,3.8683,2.9904,722.034,10.7413
24,1.5621,6.742,3.265,4.3588,0,5.5418,1.0782,514.277,11.0242
13,8.9512,2.0447,673,4.1936,0,10.8283,1.5462,902.783,239.596
21,5.0349,9.3268,5.308,3.7682,1,274.233,397,5.8189,130.591
19,5.5939,2.6449,3.854,4.2382,1,278.895,1.7379,265.932,167.266
18,6.6393,1.4989,1.491,3.0982,0,303.122,2.8839,227.079,173.034
11,9.3374,8.997,221,2.5072,1,291.908,2.2482,746.729,41
26,1.172,5.6338,2.188,1.8697,1,247.618,7.322,470.124,132.591
19,5.2916,1.1376,1.075,1.1188,1,401.049,1.3278,2.4863,231.134
17,7.1895,1.3878,7.854,2.7871,1,46.695,1.2763,775.702,180.197
8,7.5044,3.2003,1.125,4.4475,0,134.881,2.938,368.185,8.1703
18,7.2328,2.8165,7.242,2.9699,0,6.5097,2.6576,267.856,8.7497
24,2.2099,6.0424,3.857,4.598,1,212.544,1.1444,190.891,7.2868
24,3.6946,8.1675,734,1.7846,0,1.3211,1.4828,946.552,15.125
21,4.2284,7.6135,8.127,3.4757,0,441.659,8.737,942.618,2.3356
11,8.2399,2.6248,5.796,3.2433,1,11.9853,4.572,8.5787,6.96
23,3.5088,2.4531,2.358,3.3522,1,274.648,2.7063,24.044,11.9571
25,2.8963,9.6579,8.947,3.2252,1,5.7547,1.122,649.658,12.8452
13,9.617,824,453,1.1083,1,276.629,1.1996,67.372,145.778
34,1.0798,8.7972,2.018,718,1,1.9497,2.1921,423.495,191.334
7,9.9804,1.9973,752,4.8931,1,384.403,9.266,572.825,3.9177
23,7.0914,9.4728,7.094,2.265,0,477.711,1.3381,705.604,5.4004
16,8.4562,3.4231,2.893,2.3387,1,153.488,1.6934,951.004,209.355
25,3.6516,4.4035,62,2.1254,0,12.9107,2.9852,727.858,199.478
30,1.1288,7.0712,8.581,1.8001,0,223.997,2.2749,11.9168,197.177
20,7.6408,5.8767,3.137,3.9099,1,309.987,2.9013,720.668,5.1968
11,8.5073,3.1794,1.957,3.7268,1,9.4481,2.0794,7.7049,1.3982
16,7.6643,5.5383,5.161,4.5261,0,401.654,8.072,507.482,12.562
29,2.2857,7.3071,9.102,1.9774,1,9.9267,8.625,531.626,20.881
15,7.7809,4.233,435,2.8209,1,2.737,2.4674,780.482,5.7004
12,7.9203,112,7.658,4.4615,1,262.125,1.2831,2.1443,217.008
15,6.9269,4.5807,5.725,4.9692,1,5.7575,1.1107,876.005,3.3968
18,7.895,1.3184,4.254,4.8465,1,349.119,2.8353,667.246,7.1543
12,8.6133,6.6434,7.441,3.5892,1,8.3735,397,4.0879,7.1589
18,6.5224,2.1405,9.658,7.161,1,40.869,1.5749,16.843,3.6264
29,1.7974,4.3285,2.292,1.159,1,235.184,2.3252,4.9122,209.467
20,5.3887,1.9767,1.436,4.1261,1,283.139,2.2085,76.828,9.9022
23,1.6988,5.4848,9.129,4.2047,1,9.3293,1.1027,179.196,4.5758
19,4.6679,1.1605,669,3.7318,1,7.3344,1.6069,5.5144,3.5339
15,4.664,2.311,438,1.3996,1,315.646,167,146.608,10.1019
21,1.5941,5.113,5.733,3.1991,0,12.773,1.6045,563.961,4.149
26,4.1394,9.5426,7.456,1.5812,1,192.963,1.7712,500.532,2.9053
24,1.999,1.4229,773,2.2532,1,239.725,2.6244,253.795,888
17,8.2741,7.0848,9.199,1.9122,1,11.4817,6.322,943.506,5.853
12,9.5292,6.793,4.268,4.5682,0,397.712,2.4754,856.261,23.937
25,1.6508,1.0816,2.934,1.1708,1,469.712,2.1542,321.316,10.7733
15,9.596,5.0888,6.397,2.8881,1,215.947,1.9981,479.826,174.942
22,5.7032,4.6487,4.157,1.8049,1,458.774,1.1832,521.655,176.899
29,3.6961,9.5158,5.946,3.3154,1,441.341,1.1023,758.614,211.298
28,1.6918,9.4484,0.42,2.8228,0,8.3024,2.1098,433.667,2.4899
23,5.5056,7.7961,153,4.6199,1,8.6691,2.9707,551.006,12.6161
15,8.1506,6.021,4.694,5.081,0,238.703,1.2161,41.844,7.7213
21,7.3638,4.5496,6.909,1.1032,1,262.929,2.7558,765.193,131.636
25,1.452,3.5618,7.993,3.8317,1,170.565,1.7596,560.375,7.9709
32,1.6561,9.4709,4.933,1.8439,1,15.646,2.6045,829.503,4.4078
21,4.6259,6.0291,1.652,8.289,1,215.684,6.516,6.3198,161.479
27,3.6576,5.7907,4.147,2.5166,1,34.524,2.2867,905.263,9.223
25,3.0915,2.319,7.863,3.2607,1,4.2197,2.5048,821.197,214.893
23,3.529,467,4.129,2.241,1,355.291,2.4965,82.032,3.5104
24,8.2313,9.4519,6.965,1.4581,1,46.312,2.3541,148.906,147.635
12,9.3631,3.1374,5.072,4.0471,1,381.753,9.126,270.838,181.009
20,4.6459,4.4259,2.412,2.6012,1,9.5838,1.5659,980.459,1.7503
11,9.155,1.1464,7.962,1.769,0,4.3741,8.991,950.772,216.791
27,3.8935,8.3692,842,1.4098,1,24.519,1.0289,234.279,8.5483
15,5.2879,2.763,5.249,3.1957,0,478.203,9.037,438.574,239.214
25,3.0343,8.3399,2.089,9.968,1,40.953,8.527,164.384,1.6508
16,6.7643,1.4029,671,4.137,1,281.367,2.0803,270.012,172.026
14,9.8108,8.8656,5.029,3.3829,0,7.1491,1.9508,192.881,3.8571
20,6.4314,7.2977,4.996,2.3569,1,356.918,6.128,9.0128,9.6646
22,4.2203,1.6467,7.069,4.5781,1,406.499,2.0746,583.684,10.6371
20,6.8304,5.6582,7.448,1.959,1,467.535,8.732,248.378,9.7477
22,2.1063,3.1266,7.278,1.1754,0,306.058,6.052,992.318,8.1018
16,8.9979,1.7823,4.096,3.307,1,257.233,2.2418,520.285,18.413
25,5.5278,8.5918,6.317,2.8665,1,309.591,1.0886,365.503,196.773
23,5.0441,4.0352,5.769,1.6762,0,471.626,1.7081,914.031,8.0547
18,6.2728,3.9854,4.216,1.7183,1,314.064,6.004,624.539,11.5835
18,6.6231,1.6989,5.972,1.9911,1,12.8796,1.8411,135.808,10.1222
24,1.646,3.8307,9.472,1.4557,1,318.076,624,502.842,142.444
18,7.1436,8.7162,1.929,3.5512,1,439.872,5.006,446.668,3.6064
23,3.1774,3.6313,9.058,3.2568,1,283.501,1.1596,767.481,193.364
23,7.4256,9.516,535,2.2039,0,251.349,2.3702,69.684,191.283
18,8.4028,9.4631,3.084,1.9893,1,366.685,5.296,377.083,141.699
14,8.2356,1.449,2.881,1.8253,1,330.494,3.511,474.785,179.075
17,5.9725,1.7731,6.264,1.4173,1,2.8344,949,52.36,237.241
23,5.6815,8.6267,1.312,4.285,0,362.656,1.2479,428.236,221.402
25,2.2859,3.9276,8.823,1.341,1,203.775,8.461,11.6644,146.748
15,7.9781,437,8.286,1.606,1,470.449,8.763,906.391,12.2736
27,3.4427,2.7387,6.521,2.7384,1,485.401,2.9458,675.834,12.8286
19,5.4703,5.9763,4.584,3.8689,1,224.369,5.824,475.023,11.1987
27,3.5585,7.9927,933,1.9785,0,484.397,1.3753,573.891,11.5254
23,2.2045,1.3339,8.307,4.7238,1,15.541,2.9591,221.032,175.689
14,6.666,1.1054,4.993,4.1367,1,341.322,919,535.251,238.109
29,1.489,9.2209,7.019,4.924,1,3.7527,02.09,748.567,1.0875
13,7.7378,7.5115,5.669,4.381,0,7.2495,1.1132,538.338,5.5245
26,3.8583,5.8978,5.879,3.0836,1,432.263,2.7183,485.859,5.045
31,1.2012,7.6919,331,2.9924,0,446.892,2.7358,467.762,199.885
22,5.6002,4.2885,4.621,6.476,1,266.306,1.1616,764.007,10.0734
25,1.4217,7.5846,781,3.612,0,169.887,6.644,755.806,12.6032
21,3.4855,3.718,3.573,3.001,1,225.512,1.284,75.257,11.2597
19,7.3628,2.4409,6.958,2.5347,1,434.812,2.8959,253.708,204.884
26,1.5642,7.2901,9.532,3.4664,0,10.5497,8.442,621.716,11.9933
17,8.554,4.1967,9.631,2.2202,0,147.435,2.944,781.118,160.283
34,1.0344,9.8138,5.557,2.6193,1,392.721,2.4582,566.275,4.676
24,3.2214,3.4949,6.066,1.9918,1,467.635,8.024,781.188,156.589
22,7.6681,9.2173,1.857,3.5869,1,4.6464,2.3732,855.859,5.7828
25,3.8464,9.3296,6.953,4.3831,0,401.886,1.494,182.151,208.048
25,1.917,2.4185,707,4.2042,1,322.534,1.6442,313.277,180.373
20,4.2421,7.9822,2.847,3.9301,0,11.5386,1.072,605.297,2.6229
24,3.4335,4.3307,6.684,689,1,377.909,1.2808,296.782,2.4833
17,8.5844,9.1752,3.103,4.5594,1,363.958,1.4186,941.972,7.032
21,3.8201,4.5012,498,1.3744,1,7.1015,1.5081,202.193,3.0183
20,8.1004,7.443,8.319,4.4399,1,251.126,1.9692,363.378,177.679
20,9.0268,4.6697,3.103,9.848,1,379.146,2.0903,994.363,236.836
18,4.9044,2.278,631,2.1982,0,9.5772,2.9271,19.729,157.262
11,9.1895,1.9935,748,3.747,1,231.383,2.2883,45.433,5.9771
21,4.3959,4.2543,2.518,3.2014,1,6.0371,2.0634,320.644,135.425
14,9.6767,7.5549,178,2.0796,0,153.417,1.1774,811.701,193.356
23,1.8036,6.0507,7.743,3.3931,0,10.8972,3.534,311.106,23.093
13,7.1832,6.8863,3.217,2.7447,0,252.536,1.764,169.815,1.217
19,5.4443,2.8233,8.047,1.3787,0,7.0608,1.4331,933.804,12.5686
21,4.4888,4.8144,1.738,3.2316,1,191.575,2.1948,324.228,10.8771
16,6.6944,444,4.929,1.0212,1,137.581,1.9505,74.433,9.9478
24,7.3347,8.1753,688,3.4699,1,373.024,2.8586,297.662,12.0921
32,1.0393,9.8989,652,156,0,349.835,1.1473,186.796,9.6841
25,2.5026,4.0688,6.011,2.7439,1,4.7465,1.8834,804.388,8.2564
17,7.4174,1.096,9.248,2.1953,1,476.742,2.6636,6.5026,2.7554
14,6.9975,1.6979,2.285,1.5155,0,372.341,1.2122,338.653,11.9963
17,9.6944,6.5253,4.937,2.5785,1,307.979,1.4332,782.281,197.052
20,7.8493,6.1208,884,3.2266,1,238.851,2.7689,517.016,2.5136
14,9.557,7.8786,779,4.8266,1,8.8961,1.6507,692.678,177.238
16,7.3229,2.5388,559,4.1653,1,481.008,2.3988,7.6149,6.4264
26,3.6825,7.6363,2.333,3.5857,1,3.929,2.8069,752.312,9.1498
29,1.9483,6.8798,633,2.3948,1,346.241,1.7132,180.221,23.714
13,8.0364,3.2281,2.599,1.9607,0,253.722,3.276,810.617,162.051
22,6.7973,5.4549,1.902,1.626,0,451.291,2.4651,568.533,172.587
26,1.4337,1.4727,4.588,1.7955,1,190.349,2.4533,74.177,144.574
20,4.2405,4.5256,6.136,4.2419,1,259.322,345,220.704,7.7367
19,9.6112,8.812,2.486,1.9201,1,37.117,1.6444,401.471,162.028
17,5.5036,4.2119,3.007,2.3079,0,2.3783,1.4613,804.049,10.9744
27,4.8946,8.3957,6.136,1.3592,1,2.7238,2.5415,911.696,19.97
23,5.1193,5.9025,9.457,1.3707,1,10.5836,8.239,234.306,137.054
25,2.8799,1.9188,6.747,3.094,1,7.3212,1.2788,79.546,185.097
23,4.3184,5.8111,7.829,3.069,0,3.222,1.8144,11.747,203.642
25,4.3283,5.0598,3.668,2.2403,1,311.495,1.5517,431.491,197.069
28,1.4712,3.9864,2.723,3.0298,1,397.969,2.8651,939.332,9.6506
18,7.9081,1.1963,4.543,2.7344,1,478.557,2.882,945.685,8.8502
18,4.7485,4.1671,8.071,3.9942,1,22.045,2.447,303.715,208.576
10,8.3996,7.276,4.563,3.7551,1,13.986,8.935,200.984,3.4344
11,8.6531,9.877,8.467,3.8573,0,431.951,226,157.992,6.7057
25,2.9079,4.1592,9.888,2.4962,1,422.198,1.2536,486.067,2.9042
18,6.9162,3.0538,72,1.7694,1,312.422,1.9864,10.1156,1.0102
21,5.2505,9.2554,454,4.6672,0,136.575,1.4139,363.285,147.807
13,8.9214,3.7571,1.496,2.713,0,454.259,2.015,2.6841,216.187
24,2.9417,7.5786,3.844,7.631,1,8.9201,5.879,266.804,3.106
17,7.1003,5.3025,131,2.098,1,2.1823,5.199,901.274,19.097
23,6.4698,7.0409,8.707,3.0698,1,398.309,1.5334,452.509,9.1042
23,3.6577,2.6012,231,41,0,28.183,2.033,8.3008,148.353
27,2.2294,9.419,3.158,3.5966,1,12.3234,949,650.368,183.298
18,6.8648,5.3009,1.847,2.7936,1,335.448,3.914,956.077,170.419
23,7.6474,8.3132,9.315,2.4235,1,383.358,2.3958,468.774,3.2809
25,3.8406,3.6505,6.695,2.1175,1,422.273,2.5751,628.045,2.7693
17,6.8035,1.2021,912,2.5974,1,141.063,8.295,920.224,221.806
20,4.5562,6.7371,9.723,8.089,0,1.2794,1.2622,424.908,1.9073
11,7.4189,776,4.971,5.436,1,255.019,2.458,667.941,5.2416
24,2.7929,4.7529,2.343,1.4482,1,428.039,6.831,446.297,10.5203
11,9.0119,1.928,1.937,3.5475,0,10.3911,2.301,96.251,197.043
24,3.5867,6.2738,2.229,2.9414,1,210.563,1.0956,508.764,14.463
26,4.3101,9.7942,7.086,2.4006,0,12.821,1.8141,886.796,137.084
28,1.5228,4.644,404,2.8576,1,6.681,2.8386,512.127,166.069
32,2.1936,8.175,514,2.7963,1,449.262,2.1709,671.702,192.518
20,5.6428,5.0778,6.081,1.5352,1,6.7527,1.3604,39.228,5.5805
25,3.4083,4.9584,6.421,4.873,1,383.384,1.1006,91.838,4.536
17,8.5193,9.3042,6.653,4.4839,1,173.302,5.716,650.473,3.0527
31,1.1322,8.8997,3.719,2.9996,1,138.841,2.2684,2.9713,3.9639
20,4.4118,7.858,8.059,3.4887,1,470.514,3.373,2.5485,9.606
20,4.0361,2.9626,5.336,2.32,1,32.86,1.842,679.416,179.404
25,1.1739,5.4501,1.055,3.7824,1,343.461,3.145,12.3126,212.382
24,2.1193,2.239,7.971,2.9225,1,379.826,7.287,719.003,170.556
23,4.7228,4.4392,9.531,269,1,170.467,1.8814,328.797,4.527
20,5.4358,4.8421,0.06,4.4505,1,281.832,2.584,54.353,145.547
27,4.6386,8.3164,3.914,1.5277,0,135.112,2.9779,182.656,12.4945
27,5.7784,8.9603,4.875,6.895,1,417.271,2.1945,25.376,196.791
17,6.3562,4.1462,1.465,4.402,0,299.654,4.379,442.549,226.152
23,1.0893,177,8.677,3.6022,1,12.1703,8.331,668.823,178.304
20,5.1769,8.6177,2.841,3.5198,0,449.879,396,164.174,12.3009
7,9.6715,1.7428,783,3.5008,0,29.042,3.467,28.847,12.2652
21,5.6713,6.2188,671,4.5788,1,247.515,1.7032,214.893,193.869
16,7.0979,2.497,598,1.7447,1,1.7244,2.7202,864.048,2.9403
25,3.8068,3.9951,1.921,2.8057,1,454.901,2.053,651.526,3.6795
21,7.9659,9.8596,2.207,3.0975,0,476.137,2.402,473.811,8.2443
15,7.9563,1.1969,473,4.8974,1,281.299,1.5243,947.474,179.313
16,5.6917,4.2369,2.407,1.5617,0,221.257,1.426,738.468,1.5834
13,9.7841,3.0715,3.454,4.7817,1,179.783,2.8125,932.904,8.2638
31,2.13,9.0509,8.331,7.437,1,134.024,2.1659,601.617,7.645
27,1.1525,8.6934,3.664,3.82,0,287.265,1.378,146.676,11.6577
13,7.9314,2.377,7.546,3.1644,1,6.4048,9.977,678.673,11.1292
11,8.2644,8.119,4.394,4.0845,1,459.587,2.794,209.476,171.457
30,2.0819,6.2714,7.849,1.434,1,8.7979,2.4629,352.509,150.135
25,3.3902,3.3637,9.763,3.907,0,372.757,508,514.522,216.665
28,1.158,6.7208,2.398,3.485,1,153.444,1.545,165.792,4.3358
21,3.6398,3.212,8.623,2.9648,1,11.3036,1.9118,3.0574,10.3699
16,7.9583,1.334,6.218,3.0147,1,278.935,2.2322,333.815,9.6023
20,5.6616,6.8637,8.173,4.5305,1,382.562,0.25,826.073,2.7004
15,4.1329,2.1237,6.516,2.338,0,363.368,321,2.5226,3.9559
28,4.3457,8.5759,4.239,3.402,1,11.6878,2.118,11.834,8.0791
23,1.0122,5.859,2.281,1.0476,0,165.251,1.3632,808.786,176.353
22,3.6982,2.1548,0.07,404,1,434.416,5.434,312.793,3.6039
26,6.8181,9.9856,5.355,3.8836,1,361.622,2.9461,938.831,6.3676
15,9.7677,4.3308,9.903,4.078,1,356.347,2.3741,386.442,162.341
18,8.6235,7.0297,738,4.9897,1,134.453,1.7355,798.737,143.197
27,1.2124,1.8266,3.273,2.061,1,396.002,2.1063,266.202,2.5055
14,9.087,6.0987,8.272,965,0,179.209,4.651,7.1213,226.489
23,8.0488,7.2611,769,1.1736,1,200.695,2.8867,882.739,3.5527
18,8.0234,3.1448,2.816,2.9388,1,143.781,2.9891,928.024,1.4738
22,5.122,8.289,143,4.8097,1,6.0695,1.9453,711.019,7.3021
21,4.582,6.0342,1.182,5.179,0,210.197,2.1949,772.367,6.352
24,3.7262,3.8912,8.773,6.079,1,847,2.1134,1.7056,7.374
29,1.5913,5.5764,8.366,3.5088,1,227.955,1.9974,756.285,138.896
24,3.0541,5.7676,2.952,3.336,0,362.503,1.3156,477.474,214.308
23,3.2194,1.6554,2.852,1.2525,1,480.373,1.622,458.263,9.6611
18,5.3567,4.0273,7.929,4.0657,1,3.9307,8.482,544.669,7.2514
16,7.727,3.4343,9.377,6.439,0,140.645,1.3405,278.498,219.511
17,5.2643,4.009,7.791,4.6287,0,247.066,1.3083,699.326,1.4751
29,1.5206,7.6111,6.056,1.1952,1,8.5194,8.644,302.633,11.3595
17,9.6201,4.8254,2.427,4.068,1,5.8414,2.3601,563.021,6.0625
17,9.4845,9.4032,5.257,1.6976,1,226.159,1.229,145.558,9.1611
15,8.0667,2.9368,2.335,9.392,1,290.365,1.6551,678.325,9.8591
11,9.922,4.157,808,2.6347,0,410.104,4.683,197.717,130.833
22,5.9003,7.8696,387,3.4342,0,498.902,1.4249,17.871,10.878
18,9.6649,5.4602,8.337,2.4546,1,387.135,2.2844,3.404,237.132
23,1.6804,5.4703,3.816,3.303,0,11.067,1.3336,130.568,6.123
21,4.2911,5.334,8.241,1.8246,1,373.989,1.6732,240.245,181.838
25,3.0284,3.986,3.333,1.396,1,268.577,2.1051,230.086,1.2239
20,2.7625,2.7073,4.401,4.8703,1,225.405,1.1669,334.395,10.3457
27,2.2672,9.9934,6.155,4.0971,0,467.864,1.0598,6.3872,4.8443
16,6.6017,3.0836,703,3.671,1,351.046,2.572,935.846,226.873
23,8.0319,8.845,9.482,2.2459,1,340.847,1.7468,12.7984,173.398
20,6.2047,6.7623,5.736,3.1751,0,5.878,2.1209,704.944,11.1083
26,2.3227,3.4092,5.078,953,0,432.536,1.7438,539.722,228.538
18,8.3001,5.4353,8.394,2.8899,1,39.665,8.506,557.261,173.111
21,6.7236,8.4054,8.658,2.6682,1,149.471,787,11.4462,228.466
23,4.4935,8.8337,5.223,1.0413,1,146.057,4.785,250.783,169.098
13,7.0672,1.6039,9.273,7.061,1,2.6739,141,782.082,1.8651
19,3.3391,3.3957,647,3.7948,1,2.5428,1.2806,46.905,147.913
20,4.1067,3.3522,1.132,1.6129,1,334.297,4.816,462.497,235.284
13,9.2574,4.204,5.968,1.2202,1,9.3119,2.0724,550.453,5.1404
28,3.6145,5.9824,3.541,3.6894,1,461.774,2.8852,439.468,190.258
21,5.2299,8.5482,4.642,3.6803,0,421.202,2.204,808.075,4.4312
17,9.0113,3.8157,3.281,1.382,1,174.443,2.6789,751.218,10.8537
17,7.3695,7.4004,4.047,4.3628,1,190.034,1.9731,323.834,2.0319
29,1.5598,6.277,8.226,3.4413,0,163.638,2.5808,81.396,8.1741
22,2.3257,3.7565,5.935,1.7288,0,4.6197,4.649,52.342,186.294
24,1.0706,1.4106,9.973,2.1374,0,1.5715,2.7194,631.459,1.0864
24,6.6783,7.0932,7.869,3.6335,1,226.067,2.8736,867.514,7.6847
29,5.0291,8.5457,2.737,1.0579,0,47.152,2.7201,481.233,151.141
32,2.2085,6.8585,2.643,2.3438,1,458.625,2.3565,758.698,227.654
8,9.6214,1.788,3.359,3.2678,1,404.919,2.709,631.806,5.8884
19,5.7669,2.1623,8.433,2.6975,1,314.297,6.622,432.477,4.1556
23,3.177,6.948,273,3.0416,1,428.111,2.7394,791.158,4.8881
18,5.5054,5.7039,2.302,2.7311,1,257.534,6.883,11.4108,5.6834
23,7.1166,7.5648,9.049,9.961,1,9.008,1.0431,585.408,153.197
24,1.6862,1.1058,6.399,2.051,1,342.085,1.514,5.5947,23.968
26,3.4723,8.3834,2.268,2.6599,1,460.323,1.8843,164.607,12.5662
12,8.2627,5.5551,2.191,3.9003,0,9.803,1.6899,602.885,6.5143
25,5.137,6.8997,8.626,3.2695,0,12.5722,2.8853,314.531,17.927
27,5.9192,9.714,8.938,2.133,1,132.719,2.677,26.985,3.798
14,4.8953,8.368,2.561,4.872,1,4.952,1.5178,95.628,7.203
31,1.3951,9.0122,4.205,539,0,11.2747,1.828,372.247,145.264
21,2.4917,1.261,8.346,1.034,0,191.991,1.2396,569.094,5.0471
21,5.1999,3.9296,771,1.7066,1,469.918,3.974,538.906,9.5817
31,2.8827,8.5144,8.139,1.1429,1,430.133,2.6034,7.1398,5.5473
30,1.4498,9.0625,5.184,3.1272,1,473.003,1.6486,677.533,220.335
14,8.5928,5.0637,9.115,1.978,0,6.0286,1.2762,517.772,8.1117
11,9.8307,5.941,326,8.872,1,1.4024,2.054,387.603,10.7778
17,8.1383,7.0815,1.567,1.4667,1,5.4942,1.9962,7.5357,5.6362
16,8.6841,8.3276,7.087,3.4167,0,457.148,1.199,300.084,2.0364
18,3.1778,1.2151,5.394,4.3793,1,7.8744,7.611,885.254,12.3014
20,9.6456,8.1007,8.546,3.9925,1,286.318,2.6303,181.974,208.494
