,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
284,['neutral'],3706019259.jpg#0,neutral,3706019259.jpg#0r1n,"A couple, who appear to be Indian or Pakistani, walk on a path beside a body of water, the mother carrying a child in a diaper, the father wrapped in a blanket with the logo of the humanitarian organization ""Save the Children.""","( ( ( ( ( A couple ) , ) ( who ( appear ( to ( be ( ( Indian or ) Pakistani ) ) ) ) ) ) , ) ( ( ( ( ( ( walk ( on ( a path ) ) ) ( beside ( ( a body ) ( of water ) ) ) ) , ) ( ( the mother ) ( ( carrying ( a child ) ) ( in ( ( ( a diaper ) , ) ( ( the father ) ( ( wrapped ( in ( a blanket ) ) ) ( with ( ( the logo ) ( of ( the ( humanitarian ( organization ( `` ( Save ( the Children ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) '' ) )","(ROOT (S (NP (NP (DT A) (NN couple)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBP appear) (S (VP (TO to) (VP (VB be) (NP (NNP Indian) (CC or) (NNP Pakistani)))))))) (, ,)) (VP (VBP walk) (PP (IN on) (NP (DT a) (NN path))) (PP (IN beside) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water))))) (, ,) (NP (NP (DT the) (NN mother)) (VP (VBG carrying) (NP (DT a) (NN child)) (PP (IN in) (NP (NP (DT a) (NN diaper)) (, ,) (NP (NP (DT the) (NN father)) (VP (VBN wrapped) (PP (IN in) (NP (DT a) (NN blanket))) (PP (IN with) (NP (NP (DT the) (NN logo)) (PP (IN of) (NP (DT the) (JJ humanitarian) (NN organization) (`` ``) (NNP Save) (DT the) (NNP Children)))))))))))) (. .) ('' '')))",An Indian couple is seeking refuge with a humanitarian organization.,( ( An ( Indian couple ) ) ( ( is ( ( seeking refuge ) ( with ( a ( humanitarian organization ) ) ) ) ) . ) ),(ROOT (S (NP (DT An) (JJ Indian) (NN couple)) (VP (VBZ is) (VP (VBG seeking) (NP (NN refuge)) (PP (IN with) (NP (DT a) (JJ humanitarian) (NN organization))))) (. .)))
285,['entailment'],3706019259.jpg#1,entailment,3706019259.jpg#1r1e,"There is a woman holding a baby, along with a man with a save the children bag.","( There ( ( is ( ( a woman ) ( holding ( ( ( ( a baby ) , ) ( along ( with ( ( a man ) ( with ( a save ) ) ) ) ) ) ( the ( children bag ) ) ) ) ) ) . ) )","(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN woman)) (VP (VBG holding) (NP (NP (DT a) (NN baby)) (, ,) (ADVP (IN along) (PP (IN with) (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (NN save)))))) (NP (DT the) (NNS children) (NN bag)))))) (. .)))",A group of people are possing for an add.,( ( ( A group ) ( of people ) ) ( ( are ( possing ( for ( an add ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG possing) (PP (IN for) (NP (DT an) (NN add))))) (. .)))
286,['neutral'],3706019259.jpg#1,neutral,3706019259.jpg#1r1n,"There is a woman holding a baby, along with a man with a save the children bag.","( There ( ( is ( ( a woman ) ( holding ( ( ( ( a baby ) , ) ( along ( with ( ( a man ) ( with ( a save ) ) ) ) ) ) ( the ( children bag ) ) ) ) ) ) . ) )","(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN woman)) (VP (VBG holding) (NP (NP (DT a) (NN baby)) (, ,) (ADVP (IN along) (PP (IN with) (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (NN save)))))) (NP (DT the) (NNS children) (NN bag)))))) (. .)))",A man and a woman are hoding their son.,( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( hoding ( their son ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG hoding) (NP (PRP$ their) (NN son)))) (. .)))
287,['contradiction'],3706019259.jpg#1,contradiction,3706019259.jpg#1r1c,"There is a woman holding a baby, along with a man with a save the children bag.","( There ( ( is ( ( a woman ) ( holding ( ( ( ( a baby ) , ) ( along ( with ( ( a man ) ( with ( a save ) ) ) ) ) ) ( the ( children bag ) ) ) ) ) ) . ) )","(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN woman)) (VP (VBG holding) (NP (NP (DT a) (NN baby)) (, ,) (ADVP (IN along) (PP (IN with) (NP (NP (DT a) (NN man)) (PP (IN with) (NP (DT a) (NN save)))))) (NP (DT the) (NNS children) (NN bag)))))) (. .)))",A man is watching an airplane.,( ( A man ) ( ( is ( watching ( an airplane ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG watching) (NP (DT an) (NN airplane)))) (. .)))
288,['contradiction'],3706019259.jpg#2,contradiction,3706019259.jpg#2r1c,"A family with a baby, the father is wearing a save the children sign.","( ( ( A family ) ( with ( ( ( a baby ) , ) ( the father ) ) ) ) ( ( is ( ( wearing ( a save ) ) ( the ( children sign ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN with) (NP (NP (DT a) (NN baby)) (, ,) (NP (DT the) (NN father))))) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN save)) (NP (DT the) (NNS children) (NN sign)))) (. .)))",Three adults are pictured.,( ( Three adults ) ( ( are pictured ) . ) ),(ROOT (S (NP (CD Three) (NNS adults)) (VP (VBP are) (VP (VBN pictured))) (. .)))
289,['entailment'],3706019259.jpg#2,entailment,3706019259.jpg#2r1e,"A family with a baby, the father is wearing a save the children sign.","( ( ( A family ) ( with ( ( ( a baby ) , ) ( the father ) ) ) ) ( ( is ( ( wearing ( a save ) ) ( the ( children sign ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN with) (NP (NP (DT a) (NN baby)) (, ,) (NP (DT the) (NN father))))) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN save)) (NP (DT the) (NNS children) (NN sign)))) (. .)))",A man is wearing something with writing on it.,( ( A man ) ( ( is ( ( wearing something ) ( with ( writing ( on it ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (NN something)) (PP (IN with) (S (VP (VBG writing) (PP (IN on) (NP (PRP it)))))))) (. .)))
290,['neutral'],3706019259.jpg#2,neutral,3706019259.jpg#2r1n,"A family with a baby, the father is wearing a save the children sign.","( ( ( A family ) ( with ( ( ( a baby ) , ) ( the father ) ) ) ) ( ( is ( ( wearing ( a save ) ) ( the ( children sign ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN with) (NP (NP (DT a) (NN baby)) (, ,) (NP (DT the) (NN father))))) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN save)) (NP (DT the) (NNS children) (NN sign)))) (. .)))",A woman is holding a baby.,( ( A woman ) ( ( is ( holding ( a baby ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (NN baby)))) (. .)))
291,['contradiction'],3706019259.jpg#3,contradiction,3706019259.jpg#3r3c,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),they are riding a bike,( they ( are ( riding ( a bike ) ) ) ),(ROOT (S (NP (PRP they)) (VP (VBP are) (VP (VBG riding) (NP (DT a) (NN bike))))))
292,['neutral'],3706019259.jpg#3,neutral,3706019259.jpg#3r1n,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),People are walking next to a lake.,( People ( ( are ( ( walking next ) ( to ( a lake ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG walking) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (NN lake))))) (. .)))
293,['neutral'],3706019259.jpg#3,neutral,3706019259.jpg#3r4n,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A foreigner group of cousins hike along a trail next to a stream.,( ( ( A ( foreigner group ) ) ( of cousins ) ) ( ( hike ( along ( ( a trail ) ( next ( to ( a stream ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN foreigner) (NN group)) (PP (IN of) (NP (NNS cousins)))) (VP (VBD hike) (PP (IN along) (NP (NP (DT a) (NN trail)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN stream))))))) (. .)))
294,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r4e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A foreign family walks by a dirt trail along a body of water.,( ( A ( foreign family ) ) ( ( walks ( by ( ( a ( dirt trail ) ) ( along ( ( a body ) ( of water ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ walks) (PP (IN by) (NP (NP (DT a) (NN dirt) (NN trail)) (PP (IN along) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))))))) (. .)))
295,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r3e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),The family is admiring the water,( ( The family ) ( is ( admiring ( the water ) ) ) ),(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (VP (VBG admiring) (NP (DT the) (NN water))))))
296,['contradiction'],3706019259.jpg#3,contradiction,3706019259.jpg#3r1c,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),The people are driving a car on the freeway.,( ( The people ) ( ( are ( driving ( ( a car ) ( on ( the freeway ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG driving) (NP (NP (DT a) (NN car)) (PP (IN on) (NP (DT the) (NN freeway)))))) (. .)))
297,['contradiction'],3706019259.jpg#3,contradiction,3706019259.jpg#3r2c,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family of foreigners swims in the water.,( ( ( A family ) ( of foreigners ) ) ( ( swims ( in ( the water ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (NNS foreigners)))) (VP (VBZ swims) (PP (IN in) (NP (DT the) (NN water)))) (. .)))
298,['neutral'],3706019259.jpg#3,neutral,3706019259.jpg#3r3n,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),they are trying not to fall in the water,( they ( are ( trying ( not ( to ( fall ( in ( the water ) ) ) ) ) ) ) ),(ROOT (S (NP (PRP they)) (VP (VBP are) (VP (VBG trying) (S (RB not) (VP (TO to) (VP (VB fall) (PP (IN in) (NP (DT the) (NN water))))))))))
299,['contradiction'],3706019259.jpg#3,contradiction,3706019259.jpg#3r4c,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A group of locals run on a dirt trail next to a frozen stream.,( ( ( A group ) ( of locals ) ) ( ( ( run ( on ( a ( dirt trail ) ) ) ) ( next ( to ( a ( frozen stream ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS locals)))) (VP (VBP run) (PP (IN on) (NP (DT a) (NN dirt) (NN trail))) (ADVP (JJ next) (PP (TO to) (NP (DT a) (VBN frozen) (NN stream))))) (. .)))
300,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r2e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family of foreigners walks by the water.,( ( ( A family ) ( of foreigners ) ) ( ( walks ( by ( the water ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (NNS foreigners)))) (VP (VBZ walks) (PP (IN by) (NP (DT the) (NN water)))) (. .)))
301,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r5e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family walks along a dirt path.,( ( A family ) ( ( walks ( along ( a ( dirt path ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN family)) (VP (VBZ walks) (PP (IN along) (NP (DT a) (NN dirt) (NN path)))) (. .)))
302,['contradiction'],3706019259.jpg#3,contradiction,3706019259.jpg#3r5c,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family plays board games at their dinner table.,( ( A family ) ( ( ( plays ( board games ) ) ( at ( their ( dinner table ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN family)) (VP (VBZ plays) (NP (NN board) (NNS games)) (PP (IN at) (NP (PRP$ their) (NN dinner) (NN table)))) (. .)))
303,['entailment'],3706019259.jpg#3,entailment,3706019259.jpg#3r1e,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),There is a family taking a walk outside.,( There ( ( is ( ( a family ) ( ( taking ( a walk ) ) outside ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN family)) (VP (VBG taking) (NP (DT a) (NN walk)) (ADVP (RB outside))))) (. .)))
304,['neutral'],3706019259.jpg#3,neutral,3706019259.jpg#3r5n,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family walks along a dirt path in a forest by a pond.,( ( A family ) ( ( ( walks ( along ( ( a ( dirt path ) ) ( in ( a forest ) ) ) ) ) ( by ( a pond ) ) ) . ) ),(ROOT (S (NP (DT A) (NN family)) (VP (VBZ walks) (PP (IN along) (NP (NP (DT a) (NN dirt) (NN path)) (PP (IN in) (NP (DT a) (NN forest))))) (PP (IN by) (NP (DT a) (NN pond)))) (. .)))
305,['neutral'],3706019259.jpg#3,neutral,3706019259.jpg#3r2n,A foreign family is walking along a dirt path next to the water.,( ( A ( foreign family ) ) ( ( is ( ( walking ( along ( a ( dirt path ) ) ) ) ( next ( to ( the water ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ foreign) (NN family)) (VP (VBZ is) (VP (VBG walking) (PP (IN along) (NP (DT a) (NN dirt) (NN path))) (ADVP (JJ next) (PP (TO to) (NP (DT the) (NN water)))))) (. .))),A family of foreigners walks by the lake.,( ( ( A family ) ( of foreigners ) ) ( ( walks ( by ( the lake ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (NNS foreigners)))) (VP (VBZ walks) (PP (IN by) (NP (DT the) (NN lake)))) (. .)))
306,['entailment'],6526219567.jpg#1,entailment,6526219567.jpg#1r1e,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",People are looking at sculptures at a museum.,( People ( ( are ( looking ( at ( sculptures ( at ( a museum ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG looking) (PP (IN at) (NP (NP (NNS sculptures)) (PP (IN at) (NP (DT a) (NN museum))))))) (. .)))
307,['entailment'],6526219567.jpg#1,entailment,6526219567.jpg#1r4e,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",There are people next to sculptures.,( There ( ( ( are people ) ( next ( to sculptures ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NNS people)) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures))))) (. .)))
308,['neutral'],6526219567.jpg#1,neutral,6526219567.jpg#1r3n,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",A man and a woman are happily standing.,( ( ( ( A man ) and ) ( a woman ) ) ( ( ( are happily ) standing ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (ADVP (RB happily)) (VP (VBG standing))) (. .)))
309,['entailment'],6526219567.jpg#1,entailment,6526219567.jpg#1r2e,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",People standing near sculptures,( People ( standing ( near sculptures ) ) ),(ROOT (NP (NP (NNS People)) (NP (NP (NN standing)) (PP (IN near) (NP (NNS sculptures))))))
310,['contradiction'],6526219567.jpg#1,contradiction,6526219567.jpg#1r1c,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",Three people are looking at painting at a school fair.,( ( Three people ) ( ( are ( looking ( at ( painting ( at ( a ( school fair ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NNS people)) (VP (VBP are) (VP (VBG looking) (PP (IN at) (S (VP (VBG painting) (PP (IN at) (NP (DT a) (NN school) (NN fair)))))))) (. .)))
311,['contradiction'],6526219567.jpg#1,contradiction,6526219567.jpg#1r2c,"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.","( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( ( ( standing ( next ( to sculptures ) ) ) , ) ( talking ( while ( ( another man ) ( looks ( at ( other sculptures ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (VP (VBG standing) (ADVP (JJ next) (PP (TO to) (NP (NNS sculptures)))) (, ,) (S (VP (VBG talking) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (JJ other) (NNS sculptures)))))))))) (. .)))",Nobody is standing.,( Nobody ( ( is standing ) . ) ),(ROOT (S (NP (NN Nobody)) (VP (VBZ is) (VP (VBG standing))) (. .)))
