title,description,label_int,label
Intel shelves plans for 4-GHz Pentium 4,"Intel won't release a 4-GHz version of its flagship Pentium 4 product, having decided instead to realign its engineers around the company's new design priorities, an Intel spokesman said today.  \\",4,Sci/Tech
Russian Soyuz to Dock With Space Station (AP),"AP - A Soyuz spacecraft carrying two Russians and an American rocketed closer Friday to its docking with the international space station, where the current three-man crew made final departure preparations.",4,Sci/Tech
Seahawks Slant,Defense: Ken Lucas. His biggest play was his first one. The fourth-year cornerback intercepted a Ken Dorsey pass that kissed off the hands of wide receiver Rashaun Woods and returned it 25 yards to set up the Seahawks #39; first score.,2,Sports
Nanotechnology Material May Supercharge Internet,"Scientists have manipulated carbon atoms to create a material that could be used to create light-based, versus electronic, switches. The material could lead to a supercharged Internet based entirely on light, scientists say.",4,Sci/Tech
16 die in Venezuela plane crash,"A military plane crashed in the mountains near Caracas, killing all 16 persons on board, including two high-ranking military officers, officials said.",1,World
Top Cards Underachieving,"The powerful St. Louis trio of Albert Pujols, Scott Rolen and Jim Edmonds is 4 for 23 with one RBI in the series and with runners on base, they are 1 for 13.",2,Sports
Iraqi PM warned to  #39;await Angel of Death #39;,"A voice recording said to be that of suspected Al Qaeda commander Abu Mussab al-Zarqawi, claims Iraq #39;s Prime Minister Iyad Allawi is the militant network #39;s number one target.",1,World
Jiang formally quits China leadership,"BEIJING -- More than a year after becoming China's president, Hu Jintao was handed the full reins of power yesterday when his predecessor, Jiang Zemin, gave up the nation's most powerful military post.",1,World
Qualcomm drops licensing suit against TI,"LOS ANGELES (Reuters)  Qualcomm has dropped an \$18 million claim for monetary damages from rival Texas Instruments for publicly discussing terms of a licensing pact, a TI spokeswoman confirmed Tuesday. ",4,Sci/Tech
HP quietly begins weblog experiment,"Hewlett-Packard is the latest IT vendor to try blogging. But analysts wonder if the weblog trend is the 21st century equivalent of CB radios, which made a big splash in the 1970s before fading.",4,Sci/Tech
"Fannie Mae Execs, Regulator Square Off"," WASHINGTON (Reuters) - Fannie Mae executives and their  regulator squared off on Wednesday, with executives denying any  accounting irregularity and the regulator saying the housing  finance company's management may need to go.",3,Business
Dolly Creators Seek Clone License,The scientists behind Dolly the sheep apply for a license to clone human embryos. They want to take stem cells from the embryos to study Lou Gehrig's disease.,4,Sci/Tech
First trial offers window on intricate Enron deals,"As the first criminal trial stemming from the financial deals at Enron opened in Houston on Monday, it is notable as much for who is not among the six defendants as who is - and for how little money was involved compared with how much in other Enron ",3,Business
Bank confirms talks to obtain control of S. African bank,LONDON (CBS.MW) -- British bank Barclays on Thursday said it is in talks to buy a majority stake in South African bank ABSA. Free!,3,Business
Buckley signed to replace Mickens,"The Jets signed 33-year-old cornerback Terrell Buckley, who was released by New England on Sunday, after putting nickel back Ray Mickens on season-ending injured reserve yesterday with a torn ACL in his left knee.",2,Sports
Increase your breast measurements by this ringtone,"Some of the silly tunes Japanese pay to download to use as the ring tone for their mobile phones sure have their knockers, but it #39;s for precisely that reason that a well-known counselor is raking it in at the moment, according to Shukan Gendai (10/2).",4,Sci/Tech
"New WI heroes - Sunday 26, September-2004",WEST INDIES thrilling victory yesterday in the International Cricket Council Champions Trophy meant the world to the five million people of the Caribbean.,2,Sports
Greenpeace Protests Ford's Plans for Cars (AP),AP - Greenpeace activists scaled the walls of Ford Motor Co.'s Norwegian headquarters Tuesday to protest plans to destroy hundreds of non-polluting electric cars.,1,World
Concern over drug stocks hurts Dow,Investors sent stocks sharply lower yesterday as oil prices continued their climb higher and new questions about the safety of arthritis drugs pressured pharmaceutical stocks.,3,Business
Vogts expects victory,Scotland manager Berti Vogts insists he is expecting nothing but victory against Moldova on Wednesday. The game certainly is a must-win affair if the Scots are to have any chance of qualifying for the 2006 World Cup finals.,2,Sports
Big push for radio tags that tell you what #39;s in the box,"IBM announced yesterday that it will invest US\$250 million (S\$425 million) over the next five years and employ 1,000 people in a new business unit to support products and services related to sensor networks.",4,Sci/Tech
News Corp move to US gets reluctant boost from major shareholder (AFP),AFP - The chances of Rupert Murdoch's News Corp relocating from Australia to the United States have increased after one of its biggest institutional investors has chosen to abstain from a vote next week on the move.,1,World
Indian minister hits out at textbook praising Hitler (AFP),AFP - An Indian minister said a school text-book used in the violence-prone western state of Gujarat portrayed Adolf Hitler as a role model.,1,World
United Airlines Sees More Job Losses (Reuters),"Reuters - The head of UAL Corp.'s United\Airlines said on Thursday the airline's restructuring plan\would lead to a significant number of job losses, but it was\not clear how many.",3,Business
Kerry Calls Missing Explosives One of Bush's 'Great Blunders',"DOVER, N.H. (AP) -- Democrat John Kerry is seizing on the Bush administration's failure to secure hundreds of tons of explosives now missing in Iraq.",1,World
"Microsoft, EU Battle Over Antitrust Order (AP)",AP - Microsoft Corp. goes into round two Friday of its battle to get the European Union's sweeping antitrust ruling lifted having told a judge that it had been prepared during settlement talks to share more software code with its rivals than the EU ultimately demanded.,4,Sci/Tech
Thompson to Take Over Spotlight from Injured Phelps, INDIANAPOLIS (Reuters) - Jenny Thompson will take the  spotlight from injured U.S. team mate Michael Phelps at the  world short course championships Saturday as she brings down  the curtain on a spectacular swimming career.,2,Sports
World Cup of Hockey: Canada boosts record to 3-0,"Martin Brodeur made 27 saves, and Brad Richards, Kris Draper and Joe Sakic scored goals to help Canada beat Russia 3-1 last night in the World Cup of Hockey, giving the Canadians a 3-0 record in round-robin play.",2,Sports
Sears Launches Venture for Online Sales (AP),"AP - Sears, Roebuck and Co., which has successfully sold its tools and appliances on the Web, is counting on having the same magic with bedspreads and sweaters, thanks in part to expertise gained by its purchase of Lands' End Inc.",4,Sci/Tech
Proxim and Symbol make nice,"com September 14, 2004, 9:12 AM PT. With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority.",3,Business
Children's Place to Buy Disney Stores," NEW YORK (Reuters) - Children's Place Retail Stores Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PLCE.O target=/stocks/quickinfo/fullquote""&gt;PLCE.O&lt;/A&gt; said on Wednesday it will buy 313 retail stores from  Walt Disney Co., and its stock rose more than 14 percent in  early morning trade.",3,Business
N.Y. AG sues insurance broker ,"ALBANY, N.Y. -- A California-based company that brokers life, accident, and disability policies for leading US companies pocketed millions of dollars a year in hidden payments from insurers and from charges on clients' unsuspecting workers, New York Attorney General Eliot Spitzer charged yesterday.",3,Business
Scandal-hit Nortel to make worker cuts,"NORTEL Networks plans to slash its workforce by 3500, or ten per cent, as it struggles to recover from an accounting scandal that toppled three top executives and led to a criminal investigation and lawsuits. ",3,Business
EBay to Pay \$415 Mln for Rent.com,"Ebay Inc. (EBAY.O: Quote, Profile, Research) said on Friday it would buy Rent.com, an Internet housing rental listing service, for \$415 million in a deal that gives it access to a new segment of the online real estate market.",3,Business
Englishman arrested for assaulting child,"Austin police are working with overseas officials to bring charges against an English man for sexual assault of a child, a second-degree felony.",4,Sci/Tech
"UN: Violence in Darfur, Chad camps",United Nations officials report security breaches in internally displaced people and refugee camps in Sudan #39;s embattled Darfur region and neighboring Chad.,1,World
China Minmetals Begins Talks to Buy Canada #39;s Noranda (Update2),"Noranda Inc., Canada #39;s biggest mining company, began exclusive talks on a takeover proposal from China Minmetals Corp. that would lead to the spinoff of Noranda #39;s aluminum business to shareholders.",3,Business
